,text,label,english
0, аш болсаң өзіңе ұқсамайсың ,0," if you are hungry, you are not like yourself "
1, аяғыңның размері қанша ,0, what is the size your feet 
2, қоя тұр тек некеден кейін ғана ,0, standing only after marriage 
3, суды толықтырып қояйын ,0, i will refill the water 
4,https vk com market w product ,0,https vk com market w product 
5, ақымақ ,0, stupid 
6, жиза маа ,0, жиза маа 
7, сенде осылай салдың баа ,0, that s how you put the price 
8, қаладан өзінің ауылына келіп типа городской болғанда ,0, how to come to his village when t pa city 
9, сенер достарың бар болса әдеміі лүпіл қалдырып кетшищ ,0, i believe there is beauty l pil friends ket leaving 
10, романтик ,0, romantic 
11, ренжiп қалды ,0, renjip left 
12,адамғаа ештеңе жакпайды ,0,adam aa jakpayd nothing 
13," мен бабник емеспін, просто жалғыз ұйықтауғаа қорқам ",0, i m not babn k spacious m afraid the only uy qtaw aa 
14,қауiптi адам ,0,dangerous person 
15, суретке ат қойыңыздар ,0,ask the artist 
16,хай мен интернет қызмет сатумен айналысамвзлом жасау тгинста накрутка тгтегін интернет тгютуб под жинау тгвай фай бұзу тгтелефонға қосымша память тгақша табу жолы тгақша табу схемасы схема тгтөлемдер киви аркылыhttps vk com id ,0,high and internet service sales aynal samvzlom tg nsta cheat tgtegin internet tgyutwb under collection tgvay fi violation tgtelefon a find additional memory tgaq a find a way tgaq a type circuit tgt lemder kiwi ark l https vk com id 
17, апам тоқып берген бас киiмiм ,0,"she textile , clothing m "
18, үйден әйелің қуып жібергендее ,0, sending out your wife at home 
19,"ішің пысып, не істеріңді білмей отқан болсаң лүпілдетіп кетшищ қане ",0,"if your belly is bright , or do not know your deeds, otqan l pildetip ket s go "
20, қазақтар ай ,0, kazakhs month 
21, ат қойыңдар фотоғаа ,0, name pay foto aa 
22, оқуды қызыл дипломға бітіріп жұмысқаа тұрдым ,0, i lived with honors jum sqaa reading 
23, өзіңді таптың баа ,0, price you found yourself 
24,гоуте тиркелиык,0,gout attachment
25," бұл жерде бір адам тығылып тұр егер сен оны тапсаң, лайк бас ",0," this one is hiding there if you find it , like "
26,өте үлкеееен жиза ,0,very big jiza 
28,ал сен дәмін көрдің бе ,0,and you have seen the taste 
29, коммент қалдыра кетейік ,0, let s leave a comment 
30, қазақтарға арналған чехол ,0,kazakhs gang 
31, еркектің аты еркек ,0, men s the name of a man 
32,тек қана әдемііі жандар ғана лүпілдетсінші көрейік нешеу екенбіз,0, only those only demiii l pildetsin i let s see how many there are
33,бир анашис адам паркте отырып анашаны кааатты шегип алганго сосын орынынан турып калса алдында ат шаааууып кележатр екен адам айтады е бул мумкин емес мен паркте журм бул мумкин емес дейд ат келип анау адамды каатты согады анау адам кансырап жатады кишкенеден кейин турып караса самалет ушып кележатр екен тагыда оз озин алдап жубатады мумкин емес деп и анау самалет адамды келип согадыда адам кайтадан кансырап жерте жатканго басын котерип карасы ракета кележатр екен каааатты скорспен емае бул мумкин емес паркте ракета болмайд десе ракета келип кааатты согадыда сосын аргы жактан бир адам е далбаеп кет былай карусельден олесин казир деп айтыпты ,0,"one person ana s park ana an kaaatt eg p algango if dust built up the place and then round before the horse aaaww p was kelejatr people say this is not mwmk n jwrm the park and came to the name , this is not mwmk n those people kaatt sogad those people are kans rap k keneden then round black samalet w p was kelejatr again not deceive his oz n jwbatad mwmk n came and those who samalet sogad da people back to kans rap jerte jatkango head koter p karas rocket was kelejatr kaaaatt skorspen emae this mwmk n came booster rocket bolmayd the park but not kaaatt sogad da then arg jaktan pick one person dalbaep said carousel oles n kazi he said "
34, бұл жолға млн тенге бөлiндi хехе,0, this line has allocated million tenge hehe
35,дүкенде осы жағдайға тап болдым ,0,i came across this situation in the store 
37, дос деген осы ,0, this is a friend 
38,free fire аккаунт сататындар барма гоу коммент ,0,free fire dissuaded sells an account gow comment 
40," жалаңаш қыздар лайкты көп жинайды, ал мына атамыз шамамен қанша жинайды екен ",0,"like going to a lot of girls naked , and this was going to our father about how much "
41,хехе,0,hehe
43,"мяяя, браттарға лайктан атайықшы ",0,"myayaya , brattar a like atay q "
46,быр алдар косе болыпты ол быр куны гараж сатып алады гараждын есымын не деп коярын былми мен танертен немды киюды умытып кетсем гараждын есымын суитып коямын дид ертесы куны ол трусиын киюды умытып кетеды сосн есымын труси деп кояды ол тагыда матацикл сатп алады онын атын не деп коярын былми мен танертен шы кандай соз айтамын суитып коямын дид ертесы куны танертен турып алдар апчууу деп чукыреды сосын атын апчуу деп кояды алдар косе жана диван алады онын атын не деп коярын былми мен ай ышынде кандай кызга гашык болам сол кыздын атын коямын диды ол ай ышынде аидана деген кызга гашык болады диваннын атын аидана деп кояды быр куны алдар палицияга барады палиция не болды десе алдар мен аиданамен жатканда трусиымды ашып карасам апчуым жок диды ,0,birr was kose offset he birr buy the garage kwn alad garajd n es m n what koyar n b lm and morning nemd pick remember to wear garajd n es m n suite koyam n d d ertes kwn he trws n remember to wear keted sosn es m n trws koyad ol that what receives to sell matac kl name again koyar n b lm and morning any word i say suite koyam n d d ertes kwn morning round ap www offset by the name of wk red sos n ap ww koyad aldar kose new sofa takes its name or koyar n b lm and month controller any k zga ga k of the same name for girls koyam n d d ol month to the controller a dana k zga ga k d vann n sets the name that a dana birr kwn is increasing pal c yaga pal c ya what was coming and say that while a danamen open trws md karas ap w m no strelec 
47,"алгебра, химия, физика мұғалімдерінің денсаулығына базар жоқ ко, вообще ауырып қалмайды ",0,"algebra , chemistry , physics teachers do not have the health of the market , however , is not actually sick "
48, сыныбыңда красавчик бала барма отмечаем ,0, are there class handsome boy we mark 
50,хехе,0,hehe
51,хехе,0,hehe
52,орысша білмеу ұят емес қазақша білмеу ұят ,0,it is not a shame not to know russian it s a shame not to know kazakh 
53,өләәәәә группа не болып кеткен деп лайк басып кетсеңдерш ,0, l group that has or is like ketse der 
55,солай болса лайк,0,"if so , like"
56,хехе,0,hehe
57,хехе,0,hehe
59,коментке ,0,comment 
60,лайкпен анықтап жіберейік ,0,will identify laykpen 
62,ай заман ай,0,month todate month
63,жаттап алыңыз керек болады ,0,you can remove the need to remember 
64,білесің ба жаным мені жоғалту оңай табу қиын мә жаным сонда сен пультсынбане ,0, do you know easy to lose difficult to find my soul body soul then you pwlts nbane 
65, кішкентай баланы загранпаспортқа суретке түсірудің амалы ,0, how to photograph a small child in a passport 
66, картоптар бұзылуд ,0, potatoes are spoiled 
67,сенде қыз барменде де қыз барекеуін подружка қымадықпа ,0, you have a girl i have a girl too do n t make friends with them 
68,шешеңді депті қоян қасқырға,0, speak the rabbit said to the wolf
69,хехе,0,hehe
70," ғасырда жасар қыздың жігіті бар, ал сенде жоқ ",0," century, the yearold girl s boyfriend , and you do not have "
71,жизама хехе,0,e hehe
72,қазіргі қыздар осындай боп кеттіғо шш,0,"currently, women such as ketti o min"
73,комментке,0,comment
74,хехе ,0,hehe 
75, сиыр алғандардың жағдайы осындай,0,this is the situation with those who got cows
76,жауап ,0,answer 
81, ешқашан ғаламтордан киім алмаңдар ,0, never take clothes online 
82, ураа ержан ұлды болды ,0, cheers yerzhan had a son 
83, құрметке лайық ,0,dear deserve 
84, бойы мынандай ещ ақыл айтып қояд ,0,throughout the following will tell the mind more ee 
85,распа ,0,raspa 
86, қызын әскерден күткен ,0,daughter awaited army
87,ахахах,0,ahahaha
88,қинады әптен,0,it hurts a lot
89, b ,0, b 
90,бастан өттіме ,0,i have experienced 
92,осы коменттер қанды іштіше ,0,this komentter bloody pain 
93,распа ,0,raspa 
95, менің үш тілегімді естігенде байқұс алтын балық жаман шошып кеттіғой ,0,my three hast heard the noise of the gold fish bayqus bad ketti oy 
97, бұл тек менде ма ,0, this is just me 
98," ұрыстан жеңілсеңдерде, мынадан жеңіліп қалмаңдар ұлдар гоуте ",0,do not include combat je ilse derde lost boys goater 
99,уффф саттилик деп осыны айт,0,wfff way that satt l k
100,өмір сүргің келсе істеуші болса,0,if you want to live
101,бірбіріңізге сыйлық беріңіздер бұл сүннет арадағы сүйіспеншілікті арттырады ,0,give each other presents this is sunnah increases mutual love 
102,жаңа жылға дейін азу керек еді,0,fang had to be until the new year
103,"таң қалма, лайк бас",0,"do not be surprised , like"
104,осы бір сникерсті жей салайын,0,let me eat this snickers
106,"бәріміз біріміз үшін, біріміз бәріміз үшін",0,"all for one , one for all of us"
107,достарыңмен моншада,0,in the bath with friends
108,"құтырмай, тыныш жүр ",0,"rabies , quiet "
109,"стенаңа алып кет, әйтпесе қар жауып кетеді",0,"stena a go away , otherwise the snow"
110,керемет стакандар екен ,0,perfect glasses 
111,саған қайырлы түн деп айтайын деп келдім ,0," good night, i came to say to you "
112,қабырғаңа сақтап қой сағанда жұғысты болсын ,0,let qab r a a keep you ju st 
113,шаршап келіп осылай жатырсын ба ,0,are you so tired 
115,шешесінен таяқ жейтін болды ,0,was it in the neck of his mother 
116,қыздармен ойнамаңдар,0,female oynama dar
117,күнде сабақта осылай,0,it s like that in class every day
118,темекі шегетін қыздар маған осылай көрінеді ,0,the girl looks like me in the smoking section 
119,құтқарыңдар ,0,save 
120,вешалкадан жеңіліп қалған,0,lost ve alkadan
121,гимнаст ит,0,gymnast dog
122,"атаанамыз болмайды, істеме деген сайын істегіміз бүлдіргіміз келіп тұрады",0,"parents to do that , do not come b ldirgimiz"
123,қыздарға макияж жасағанда,0,when the girls makeup
124,әйелім қарамай тұрғанда сүйісіп алайын ,0,we need to love when the woman in black
125,"мені жақсы көру үшін тудың ба, әлде жұмсау үшін ба ",0," i was good to see the flag , or to spend "
126,бұрын осылай өзімізақ жұлып тастайтын едік ,0,we cleaned off before so we also 
129,тергеушінің балалары,0,children of the investigator
130,аумай қалған,0,the rest of the territory
131,селфи ,0,selfie 
132,сырғанақты сағынып кеттім,0,i miss skating
133,бүгінгі күннің селфиі ,0,today s selfie 
134,қорықпа інішек ,0,don t be afraid baby 
135,біреудің әңгімесін тыңдағың келгенде ,0,when you want to listen to someone s story 
136,бiр күн ренжiсiп ертесiне дос болып кететiн сыныптастарымай сендерді ешқашан ұмытпаймын ,0,renjisip one day leaves as a friend ertesine classmates month will never forget you 
137,шешінуге карта ойнаған,0,he played cards to undress
138,сыныптас қыздарға ұқсай ма ,0,do you like the girls in the class 
139," е брат, кешірш",0,"eea brothers , ke ir "
140,екі ақымақ,0,two fools
142,"әттең, қасымда әйелім бар да ",0,"unfortunately , with my wife and me "
143,сұйық сабын ,0,liquid soap 
144,"үйге аю кіріп кетіпті, бытшытын шығардым",0,"issued the bear had entered the house , shattered"
145,любойыңды бай қылып алам ,0,lyuboy d get so rich 
146,екеуі ақыры кездесіпті ғой,0,both outcomes are met
147,мысығым мені суға батып кетті деп ойлап қалды,0,i thought that drowned spread
148,"бір суретте қаншама анаға деген мейірім, анаға деген қаншама шексіз махаббат көрініп тұр ",0,"in one of the pictures a lot to a lot of mother s love , mother love is evident "
149,осыған қалай жүргізуші куәлігін берді екен,0,how would a driver s license
150,көзқарас,0,point of view
151,бәрімізге жұгысты болсын ,0,may it be contagious to all of us 
152,электриктің қорқынышты түсі ,0,the terrible color of the electrician 
153,журегі жаралыау шамасы ,0,hospitalization wounded perceived value 
154,мама маған мына бас киімнен де үлкенін алып берші ,0,mom me the following things have to ask him 
155,асссааааалллау,0,assaaaaalllau
156,тфай тфай көз тимесін сұлулығыңа ,0,do not touch that tfay tfay beauty 
157,дуалдың да құлағы бар деген осы ,0,and listen to the walls 
158,тамаққа очередте тұр,0,there is a queue for food
159,omir alma kezek ,0,omir alma kezek 
163,бір ғасырға жетеді,0,reaches a century
164,аяз атаға хат жазайын деп парақтық дәптер алдым,0, sheet notebook that i write a letter to santa claus
165,мистер мускул,0,mr muscle
166,"лайк бас, баспасаң өледі",0,"like dying , publisher"
167,ағаштан жасалған ,0,made of wood 
168,ақелердің гамбургері,0,grandpa s hamburger
169,скамейкалар шегіп алған,0,who suffer skameykalar
170,чистоплотный қой,0,clean sheep
171,қой мына жерден таяйын,0,sheep tayay n here
172,нағыз джентелмен,0,with a real gentleman
173,африкалык шаш,0,african hair
174,осы күнге де жақын қалды ,0,it is close to this day 
175,эх эх красавчик болған қиын екен жалпы ,0,uh oh uh oh handsome was not that hard 
176,үлкен нәрсені армандау керек,0,to dream of big things
177,әргімнен қарыз ақша алып бермей қашып жүр,0,is not to buy the borrowed money rgimnen escape
178,"жаурадым, жазды қайтарыңдар",0,"i cried , return the summer"
179,нағыз достар,0,real friends
180,зарядталып жатыр ,0,charging 
181,отбасымен селфи,0,family selfie
182,өшірші светті ,0, turn off the light 
183,"не болды, сонша сигнал басып ",0," what happened , so the signal "
184,бір ғасырға жетеді,0,reaches a century
185,орманға дейін ала кетші,0,take it to the forest
186,бір кусок қалдырыңдар десем ,0,i want you to leave a piece 
187,қайда ұшып бара жатырсындар,0,where are you flying to 
189,бар мүмкіндіктерімізді бағалайық,0,appreciate the opportunities
190,жоқтан гөрі суреті тұрсын,0,keep a shot rather than nothing
191,"жігіттер бағасын берсін, қыздар репост",0,"let the guys rate , the girls repost"
192,бір порциялық тарелкаға екі порция тамақ ,0,one serving dish to two servings of food 
194,жақында барлық жерлерле осылай қар атысу басталады,0,"recently, the snow all the way jerlerle dialog begins"
195,светофорда ұзақ тұратын сияқты,0,it seems to stay at the traffic light for a long time
196,"жүр дейм, саған бұл жерде жүруге болмайды ",0," come here , i want you not to go "
197,не байқадың ,0,what did you notice 
198,бір тепкенге күшті екен,0,one had a strong ride
199,"мә, саған тамақ бермегенді көрсетейін ",0,may i show you that i didn t give you food 
200,"болғаннан кейін тазалап жуып кетші, өтініш ",0,ket i washed clean after the application 
201,дөңгелектері сонша қымбат болған сиякты,0,like the wheels were so expensive
202,автоматты түрде отындар оздері кезекпен жана береді ойланып қара,0,automatically alternate fuels ozdere new think black
203,мысықтарға арналған балкон,0,balcony for cats
204,такси фильмі қытайда,0,taxi movie in china
205,демалысы осылай өтетіндер лайк,0,weekend will be held this like
206,айналдырып кара ,0,scroll to see 
207,басында түсінбей біраз қарап тұрдым ,0,i watched a little confused at the beginning of 
208,"бензин, доллар қымбаттағалы осы",0,"gasoline , this increase in the dollar"
209,қыздарики,0,girls
210,сен де осылай секірдің ғой,0,you have jumped out of the way
211,"ч то менің артым қышып жатыр, бірнәрсеге ұрынайын деп тұрмын ше ",0,che something to my back scabies is about something that i have ur nay n 
212,автоматты түрде отындар оздері кезекпен жана береді ойланып қара,0,automatically alternate fuels ozdere new think black
213,кинодағы жағымсыз кейіпкер құлап қалмасын деп ұстап түратын да мамандық бар,0,do not fall to the villain in the movie have to keep having that professional
215,сатының керегі жоқ,0,you do n t need a ladder
216,бала манежде отыр,0,the boy is sitting in the arena
217,әйелдерді түсіну томдық кітап жарыққ шықты ,0, women understand the volume book was published 
218,болмасаң да ұқсап бақ,0,like a garden that you have
219,"бүгін алып кет, ертең қалтаңда осынша ақша болады",0,"get today , tomorrow will be so much money in pockets"
220,шынымен қар жауып жатыр ма ,0,is really snow 
221,міне фотошоптың құдіреті,0,that s the power of photoshop
222,қабырғаңа алып кет ,0,qab r a a away 
223,енді кептелістен қорықпаймын,0,now i am not afraid of traffic jams
224,құдай бір өзің жар бола гөр мені көргендер репост жасап алып кетсінші ,0,god please be with you i have seen how to make a repost ketsin i 
225,автобустарда басына соққы алудан сақтайды,0,the bus will receive a blow to the head
226,керемет айна,0,a wonderful mirror
227,көңіл сыйса бәрі сыяды,0,entertainment holds all be avoided
228,нағыз дос қиыншылықта тастамайды,0,a true friend does not leave in trouble
229,"күн сәтті, көңілді өтсін",0,"have a good , fun day"
230,"mен сенi, сен оны, ол басқаны,осы ғой махаббаттың шатасқаны,екі жүрек бірін бірі сүйе тұражаман ғой үшiншiсi жармасқаны ",0,"men trust , you love it , it is different, this is one of the one of the two hearts atasqan , love is turajaman third jarmasqan "
231,"соғыста әбіржіп жүрмей, әдемі болып жүрейік ",0,"let s not be confused in war , let s be beautiful "
232,"торт жейін деп жатқан жоқ, екі көзі басқа жас қыздарда ",0,"the cake is not going to jeyin , the source of two other young girls "
233,мұғалім білмейтін сұрақ қойғанда ,0,the teacher does not know the question 
234,"бүгін алып кет, ертең қалтаңда осынша ақша болады",0,"get today , tomorrow will be so much money in pockets"
235,"мына жүні жоқ, тақыр бас тышқан осыны репост жасап алып кетпесең тақырбас болып қаласың ",0,"the following hair , bare head mouse is going to make a repost this topic "
236,кішкентай бүлдіршіндердің сүйікті ағалары,0,favorite siblings of little children
237,өлген жерім осы шығар,0,i am probably dead
238,үйдің электр қуатын үнемдейміз ,0,building energy saving 
239,"жейтін тамағымды қалдыр да, көзіме көрінбе ",0,"leave a meal to eat , and a source "
240,ит адамның досы,0,the dog is man s friend
241,ішіп алғансың ба ууһ деші,0, are you drunk wwh de i
242,"ей, сен, алған жеріңе қайта апарып қой ",0,"hey , you have to drag your way "
243,бір кампит үшін не теген талпыныс,0,one attempt to kamp t or tegen
244,йогуртты қасықпен алып қалсам ,0,got yogurt with a spoon 
245,аяқ киімге ақша жетпей қалған,0,the rest of the footwear not have enough money
246,жегің келсе достарыңмен бөлісіп жеңдер,0,if you want to eat and eat share with your friends
247,"аяғын жаурап жүрсе, ала ғой",0,do not get the man in the leg jawrap
248,"екі әке, екі бала",0,"two fathers , two children"
249,ауылда шөп жинағанда,0,collects grass in rural areas
250,айналдырып кара ,0,scroll to see 
251,мені көп күтіп қалдың ба ,0,many are waiting for me 
252,әкелші бесті,0,bring five
253,"ой, бляяя, жаным қалмады ғой",0," oh , is left yeah , blyayaya"
254,"торт жейін деп жатқан жоқ, екі көзі басқа жас қыздарда ",0,"the cake is not going to jeyin , the source of two other young girls "
255," ggg мешок деген,озі мешок боп қапты ",0," ggg me ok itself, as me ok bag "
256,кімнің басынан өтпеді десейш,0,who has n t experienced it 
257,"азу керек, срочно азу керек",0,"should be in the canine fangs , urgent"
258,алтын алқа медалінің иегері,0,winner of the gold medal of the board
259,досыңды басқа біреумен көргенде,0,when you see your friend with someone else
260,баланың еркелігіне көнеміз,0,the oldest child erkeligine
261,ит баланың досы,0,the dog is the child s friend
262,only youuuu ,0,only youuuu 
263, сағат күзет қорғайды,0, hour security protection
264,соңғы қарбыз болған соң жеп қалайын деп,0,how to eat watermelon after the last 
265,осы күніңе шүкір десең болады ,0,if you want to thank your day 
266,үйдің глазонынан қарағанда,0,according to the house glazon nan
267,шаршасаң үйіңе барып жат ,0,you are going to go home tired 
268,"елбасымызды қабырғаңа алып кет, сонда сенде де осынша ақша болады ",0,"president qab r a a away , you had that kind of money will be there "
269,тамақтанып алайын,0,i ll have a meal
270,көңілкүй көтеріңкі болсын,0,be in a good mood
271,"фууу, кім жел жіберді ",0,"whoa , who sent the wind "
272,қайда келе жатырсыңдар билеттерің бар ма ,0,where are you tickets 
273,жігіттер махаббаттан көздері көр болғанда ,0,when you see guys sources of love 
274,"қоя тұршы, жағымпазданбай",0,"hold on , flattering book"
275,"электр қуатын жемейтін, тегін холдильник",0,"power not to eat , free xold ln k"
276,қалай қиратпай төкпей әкеле жатыр ,0,how to bring the yield down 
277,"берші, дәмін көрейін",0,"let me taste ,"
278,"брат, машинеңді сүртіп берейінші",0,"brother , let me wipe your car"
279,мен емес мынау шашқан,0,and this is not doused
280,"күлем деп, ішексілем қатып қалды",0," laughing , gastrointestinal array that is frozen"
281,"фууу, кім жел жіберді ",0,"whoa , who sent the wind "
282,не байқадың ,0,what did you notice 
283,"көрші, анам жұмыстан келе жатыр ма ",0," my neighbor , i have to work "
284,"осылай жасасам сүт емес, сок шығады ",0,"if i do that , it will be juice , not milk "
285,"берші, мен жейн өзің жей бересің ба ",0,"come on , i ll eat will you eat "
286,ата анасын қызғанып жатыр,0,she is jealous of her parents
287,біреуміреу тиіссе айт маған ,0,somebody should tell me 
288,"қабырғаңа алып кетіп, достарыңнан да сұра ",0,ask qab r a a away your friends 
289,балық аулайтын тор,0,fishing nets
290,әзілқой сарбаз,0,humorous soldier
291,мақсаты үлкен сияқты ,0,the goal seems to be big 
292,суреттен адамды тапсаңыз репост жасаңыз достарыңызда іздесін ,0,figure if people make a repost let your friends search 
293,көруге болмайтын нәрсені көріп отырғанда,0,while watching to see what can not be
294,абақтыдан қашам дегендерге ,0,for those who want to escape from prison 
295,париж қаласының бетәлпеті түсінгендер өз стенасына алып кетсін ,0,the face of paris let those who understand take it to their walls 
296,ағаштан жасалған,0,made of wood
297,бугін дүниежүзілік темекі шегуді тастау күні,0,today on the world to stop to smoke
298,қалыпты отбасы,0,a normal family
299,бүлдіретін кезде қасында қолаушылары табылады ,0,when is the next qolaw lar corrupt 
300,міне фотошоптың құдіреті,0,that s the power of photoshop
301,"қолдасаң, бүгіннен бастап таста",0,"qoldasa pruning , starting today"
302,жыл мұғалімі,0,teacher of the year
303,"мен мінсем, лайк баспайсың ба",0,"if i ride , would you like it "
304,су астында суретке түсу,0,underwater photo
305,құр отырғанша интернет ақтарып отырайын ,0,the bird let out your internet 
306,осы күніңді бағалай біл,0,learn to appreciate your day
307,бір кампит үшін не теген талпыныс,0,one attempt to kamp t or tegen
308,қолдары күймес үшін,0,signatures for exposure
309,біреу тойып секіредібіреу тоңып секіреді,0,someone jumps heat fed sekiredibirew
310,үйде бірнәрсе бүлдіргенде ,0,when something goes wrong at home 
311,табиғаттың өзі де риза емес,0,he is not satisfied with the nature
312,қысты қатты сағынғаны екен,0,winter is hard sa n an 
313,өскенде осыған тәуелді болатыныңды білесің бе ,0,"do you know that when you grow up , you will depend on it "
314,"алло, қымбаттым, бір столб келіп мені соғып кетті",0," hello , darling , one hit me from stolby"
315,"жұмыс жоқ, демалыс түске дейін ұйықтайды",0,"no work , rest he sleeps until noon"
316,көңілді сарбаздар,0,cheerful soldiers
317,"сенің балаң ба, жылап жатқан жоқ, менікі емес",0," your baby crying no , i do not"
318,осыған жүргізуші куәлігін кім берді екен ,0,driver s license who did this 
319,"міне, мейірімділік",0,"here , kindness"
320,қыздар өткенде жігіттер дәл осылай басын бұрып қарайды,0,girls are guys went the same way as in the past
322,махаббат сагызы стенана алып кет ,0,love gum stenana away 
323,"айттым, саған өзіңе көп алма деп ",0," a lot of you have said , you could not believe "
324,басталды ,0,started 
325,"құдай берем десе, форточкадан береді екен",0,"it s god , but , forto kadan"
326,сірінке керек емес,0,no matter
327,"болғаннан кейін тазалап жуып кетші, өтініш ",0,ket i washed clean after the application 
