stemming,sampling,features,algorithms,accuracy,precision,recall,f1,auc_roc
simple,under,statistics_tfidf,NN,0.9676985195154778,0.977961432506887,0.9568733153638814,0.9673024523160764,0.9951743326667246
simple,under,statistics_tfidf_pos,Logistic Regression,0.8775235531628532,0.8932584269662921,0.8571428571428571,0.874828060522696,0.9391792018085383
simple,under,statistics_tfidf_pos,K-Nearest Neighbors,0.8425302826379543,0.8256410256410256,0.8679245283018868,0.8462549277266754,0.9107324000811525
simple,under,statistics_tfidf_pos,Support Vector Machine,0.4522207267833109,0.47398843930635837,0.8840970350404312,0.6171213546566322,0.5397356751586819
simple,under,statistics_tfidf_pos,Naive Bayes,0.8492597577388964,0.9743589743589743,0.7169811320754716,0.8260869565217391,0.9510115062458337
simple,under,statistics_tfidf_pos,Decision Tree,0.7994616419919246,0.8384146341463414,0.7412398921832885,0.7868383404864092,0.891585514303104
simple,under,statistics_tfidf_pos,Random Forest,0.9259757738896366,0.9340659340659341,0.9164420485175202,0.9251700680272109,0.9787264875518071
simple,under,statistics_tfidf_pos,GBDT,0.9125168236877523,0.9180327868852459,0.9056603773584906,0.9118046132971507,0.9779004724226878
simple,under,statistics_tfidf_pos,NN,0.971736204576043,0.9888268156424581,0.954177897574124,0.9711934156378602,0.9967321682172565
simple,under,statistics_tfidf_pos_liwc,Logistic Regression,0.901749663526245,0.8880208333333334,0.9191374663072777,0.9033112582781457,0.96180042315161
simple,under,statistics_tfidf_pos_liwc,K-Nearest Neighbors,0.8586810228802153,0.8427835051546392,0.8814016172506739,0.8616600790513835,0.927752659189056
simple,under,statistics_tfidf_pos_liwc,Support Vector Machine,0.44414535666218036,0.4700854700854701,0.889487870619946,0.6150978564771669,0.6338579253977914
simple,under,statistics_tfidf_pos_liwc,Naive Bayes,0.8721399730820996,0.9339622641509434,0.8005390835579514,0.8621190130624092,0.9232530504593803
simple,under,statistics_tfidf_pos_liwc,Decision Tree,0.7900403768506057,0.8825622775800712,0.6684636118598383,0.7607361963190185,0.8964365417499927
simple,under,statistics_tfidf_pos_liwc,Random Forest,0.9004037685060565,0.8938992042440318,0.9083557951482479,0.9010695187165776,0.9683723154508304
simple,under,statistics_tfidf_pos_liwc,GBDT,0.9394347240915208,0.9267015706806283,0.954177897574124,0.9402390438247012,0.9830449526128163
simple,under,statistics_tfidf_pos_liwc,NN,0.9730820995962315,0.975609756097561,0.9703504043126685,0.9729729729729729,0.9971451757818159
simple,over,statistics,Logistic Regression,0.7598814229249012,0.7917783735478106,0.3411628802464382,0.4768568353067815,0.7843975622549917
simple,over,statistics,K-Nearest Neighbors,0.8584486166007905,0.7448531893351333,0.8498267231420871,0.793884892086331,0.944294243858389
simple,over,statistics,Support Vector Machine,0.3136116600790514,0.3068893528183716,0.9056603773584906,0.45843485040444404,0.5954812171191135
simple,over,statistics,Naive Bayes,0.6781126482213439,0.40816326530612246,0.007701193685021178,0.01511715797430083,0.4018679701136546
simple,over,statistics,Decision Tree,0.7388833992094862,0.728909952606635,0.2961108971890643,0.4211391018619934,0.6896662977124066
simple,over,statistics,Random Forest,0.7880434782608695,0.7137311984473557,0.5664227955333077,0.6316015457277802,0.8279960307832075
simple,over,statistics,GBDT,0.7839673913043478,0.7183316168898043,0.5371582595302272,0.6146728354263054,0.8196053848975797
simple,over,statistics,NN,0.7730978260869565,0.7351485148514851,0.45745090489025797,0.5639686684073107,0.7912484945804897
simple,over,statistics_tfidf,Logistic Regression,0.9240365612648221,0.9275237273511648,0.8278783211397767,0.8748728382502543,0.9720942716297423
simple,over,statistics_tfidf,K-Nearest Neighbors,0.8830286561264822,0.7330508474576272,0.9992298806314979,0.8456900765846506,0.9956566822140029
simple,over,statistics_tfidf,Support Vector Machine,0.31311758893280633,0.30916816894154003,0.9245283018867925,0.4633793303097559,0.6097620717681508
simple,over,statistics_tfidf,Naive Bayes,0.8158349802371542,0.9616026711185309,0.4435887562572199,0.6071146245059289,0.9404240754243621
simple,over,statistics_tfidf,Decision Tree,0.7991600790513834,0.9055973266499582,0.41740469772814787,0.5714285714285714,0.7027666597833484
simple,over,statistics_tfidf,Random Forest,0.8165760869565217,0.986013986013986,0.4343473238351945,0.603047313552526,0.9394560694096165
simple,over,statistics_tfidf,GBDT,0.8887104743083004,0.9088717454194792,0.725837504813246,0.8071076857204025,0.935623573663374
simple,over,statistics_tfidf,NN,0.9925889328063241,0.9799470298902762,0.9973045822102425,0.9885496183206107,0.9991157421908125
simple,over,statistics_tfidf_pos,Logistic Regression,0.7995306324110671,0.821664464993395,0.4790142472083173,0.6052055460958404,0.8483433435546758
simple,over,statistics_tfidf_pos,K-Nearest Neighbors,0.870800395256917,0.7128740049409827,1.0,0.8323717948717949,0.9946353882524095
simple,over,statistics_tfidf_pos,Support Vector Machine,0.6854001976284585,0.631578947368421,0.04620716211012707,0.08611410118406888,0.38853642518263726
simple,over,statistics_tfidf_pos,Naive Bayes,0.8548666007905138,0.9298669891172914,0.5922217943781286,0.7235944483650906,0.9150292176902259
simple,over,statistics_tfidf_pos,Decision Tree,0.7933547430830039,0.94,0.38005390835579517,0.5412667946257197,0.687697829752082
simple,over,statistics_tfidf_pos,Random Forest,0.8259634387351779,0.9884868421052632,0.46284174046977283,0.6304746918436926,0.932165949170021
simple,over,statistics_tfidf_pos,GBDT,0.8911808300395256,0.9128970163618865,0.7304582210242587,0.8115508021390375,0.9375327316486919
simple,over,statistics_tfidf_pos,NN,0.991600790513834,0.9802506646410938,0.9938390450519831,0.9869980879541108,0.999060773677967
simple,over,statistics_tfidf_pos_liwc,Logistic Regression,0.8411561264822134,0.8426555148980659,0.620716211012707,0.7148558758314857,0.8970939722789238
simple,over,statistics_tfidf_pos_liwc,K-Nearest Neighbors,0.8670948616600791,0.7070514565750068,1.0,0.8283891547049441,0.9944535370067284
simple,over,statistics_tfidf_pos_liwc,Support Vector Machine,0.314846837944664,0.3094315245478036,0.9222179437812861,0.46338396053013436,0.6300777338799934
simple,over,statistics_tfidf_pos_liwc,Naive Bayes,0.8683300395256917,0.8542341508560851,0.7108201771274547,0.7759562841530054,0.886507386822808
simple,over,statistics_tfidf_pos_liwc,Decision Tree,0.7903903162055336,0.9677754677754677,0.3584905660377358,0.5231806687271705,0.6775833432941879
simple,over,statistics_tfidf_pos_liwc,Random Forest,0.8396739130434783,0.9765223771093177,0.5125144397381595,0.6722222222222223,0.945293375355886
simple,over,statistics_tfidf_pos_liwc,GBDT,0.8935276679841897,0.9233772571986335,0.7285329226030035,0.8144640551011623,0.9478777357426209
simple,over,statistics_tfidf_pos_liwc,NN,0.9932065217391305,0.9836377473363774,0.9953792837889873,0.9894736842105263,0.9990423574755741
large,default,statistics,Logistic Regression,0.9342194955691888,0.639344262295082,0.0967741935483871,0.16810344827586204,0.7905882005725584
large,default,statistics,K-Nearest Neighbors,0.9248466257668712,0.2978723404255319,0.06947890818858561,0.11267605633802817,0.6741862835685697
large,default,statistics,Support Vector Machine,0.9289366053169734,0.18181818181818182,0.009925558312655087,0.018823529411764704,0.3601767621157876
large,default,statistics,Naive Bayes,0.9151329243353783,0.20125786163522014,0.0794044665012407,0.11387900355871886,0.6203601079733654
large,default,statistics,Decision Tree,0.932856169052488,0.5542168674698795,0.1141439205955335,0.18930041152263374,0.7004361161372051
large,default,statistics,Random Forest,0.9340490797546013,0.8333333333333334,0.04962779156327544,0.09367681498829039,0.7833197496361916
large,default,statistics,GBDT,0.935412406271302,0.74,0.09181141439205956,0.16335540838852097,0.798542041731842
large,default,statistics,NN,0.9321745057941377,0.7777777777777778,0.017369727047146403,0.03398058252427184,0.781575285087371
large,default,statistics_tfidf,Logistic Regression,0.9575664621676891,0.8701923076923077,0.4491315136476427,0.5924713584288053,0.973487271810915
large,default,statistics_tfidf,K-Nearest Neighbors,0.9320040899795501,0.532258064516129,0.08188585607940446,0.14193548387096774,0.7264087504739158
large,default,statistics_tfidf,Support Vector Machine,0.13241308793456033,0.06104868913857678,0.8089330024813896,0.11352951419118927,0.35783499326869156
large,default,statistics_tfidf,Naive Bayes,0.9432515337423313,0.6215277777777778,0.4441687344913151,0.5180897250361794,0.9566628602044593
large,default,statistics_tfidf,Decision Tree,0.9461486025903204,0.9484536082474226,0.228287841191067,0.368,0.6465981352118942
large,default,statistics_tfidf,Random Forest,0.939161554192229,1.0,0.1141439205955335,0.20489977728285078,0.9374612637605879
large,default,statistics_tfidf,GBDT,0.9573960463531016,0.9322033898305084,0.4094292803970223,0.5689655172413792,0.9187525398486648
large,default,statistics_tfidf,NN,0.9763122017723245,0.8728813559322034,0.7667493796526055,0.8163804491413474,0.9757411817589488
large,default,statistics_tfidf_pos,Logistic Regression,0.9371165644171779,0.6666666666666666,0.1687344913151365,0.2693069306930693,0.7953995536677116
large,default,statistics_tfidf_pos,K-Nearest Neighbors,0.934560327198364,0.6301369863013698,0.1141439205955335,0.19327731092436973,0.7643447247201343
large,default,statistics_tfidf_pos,Support Vector Machine,0.12116564417177914,0.061600885282183694,0.8287841191066998,0.11467811158798284,0.4277958767614347
large,default,statistics_tfidf_pos,Naive Bayes,0.941717791411043,0.5784061696658098,0.5583126550868487,0.5681818181818182,0.9233988453479053
large,default,statistics_tfidf_pos,Decision Tree,0.9487048398091343,0.8445945945945946,0.31017369727047145,0.45372050816696907,0.6626443031336341
large,default,statistics_tfidf_pos,Random Forest,0.940013633265167,1.0,0.12655086848635236,0.22466960352422907,0.9309558457951457
large,default,statistics_tfidf_pos,GBDT,0.9582481254260395,0.9293478260869565,0.42431761786600497,0.5826235093696763,0.9193752710117847
large,default,statistics_tfidf_pos,NN,0.9756305385139741,0.8513513513513513,0.7816377171215881,0.8150064683053039,0.9715396193689143
large,default,statistics_tfidf_pos_liwc,Logistic Regression,0.9406952965235174,0.7007299270072993,0.23821339950372208,0.35555555555555557,0.8660975892153769
large,default,statistics_tfidf_pos_liwc,K-Nearest Neighbors,0.939161554192229,0.6666666666666666,0.228287841191067,0.34011090573012936,0.8155013065322069
large,default,statistics_tfidf_pos_liwc,Support Vector Machine,0.9280845262440355,0.1724137931034483,0.01240694789081886,0.02314814814814815,0.591393687326751
large,default,statistics_tfidf_pos_liwc,Naive Bayes,0.9205862304021813,0.44894651539708263,0.6873449131513648,0.5431372549019609,0.8949107675961849
large,default,statistics_tfidf_pos_liwc,Decision Tree,0.9446148602590321,0.90625,0.21588089330024815,0.3486973947895792,0.6674604237659458
large,default,statistics_tfidf_pos_liwc,Random Forest,0.9398432174505794,1.0,0.12406947890818859,0.22075055187637968,0.9348965557949414
large,default,statistics_tfidf_pos_liwc,GBDT,0.9589297886843899,0.945054945054945,0.4267990074441687,0.5880341880341879,0.9285750285484665
large,default,statistics_tfidf_pos_liwc,NN,0.9754601226993865,0.8820058997050148,0.7419354838709677,0.8059299191374664,0.9697470253973515
large,under,statistics,Logistic Regression,0.7631224764468372,0.7910447761194029,0.7142857142857143,0.7507082152974505,0.836492478914877
large,under,statistics,K-Nearest Neighbors,0.7321668909825033,0.7574850299401198,0.6819407008086253,0.7177304964539007,0.7717336173666058
large,under,statistics,Support Vector Machine,0.4306864064602961,0.4624277456647399,0.862533692722372,0.6020696142991533,0.45964843636785213
large,under,statistics,Naive Bayes,0.5302826379542396,0.9230769230769231,0.0646900269541779,0.12090680100755667,0.633763730690085
large,under,statistics,Decision Tree,0.756393001345895,0.8958333333333334,0.5795148247978437,0.7037643207855975,0.7699837695272875
large,under,statistics,Random Forest,0.7779273216689099,0.8065476190476191,0.7304582210242587,0.7666195190947667,0.8468901254963337
large,under,statistics,GBDT,0.765814266487214,0.7957957957957958,0.7142857142857143,0.7528409090909091,0.8466292786134539
large,under,statistics,NN,0.7685060565275909,0.8241042345276873,0.6819407008086253,0.7463126843657818,0.8384343390429818
large,under,statistics_tfidf,Logistic Regression,0.9650067294751009,0.9831932773109243,0.9460916442048517,0.9642857142857142,0.9932107352983799
large,under,statistics_tfidf,K-Nearest Neighbors,0.7483176312247645,0.7690058479532164,0.7088948787061995,0.7377279102384293,0.8213090166072516
large,under,statistics_tfidf,Support Vector Machine,0.44010767160161507,0.4678111587982833,0.8814016172506739,0.611214953271028,0.47995826449873924
large,under,statistics_tfidf,Naive Bayes,0.7483176312247645,0.9742268041237113,0.5094339622641509,0.6690265486725663,0.9804872040112453
large,under,statistics_tfidf,Decision Tree,0.676985195154778,0.9712230215827338,0.3638814016172507,0.5294117647058824,0.7735522998000174
large,under,statistics_tfidf,Random Forest,0.892328398384926,0.9739413680781759,0.8059299191374663,0.8820058997050148,0.9820450395617772
large,under,statistics_tfidf,GBDT,0.8855989232839838,0.9230769230769231,0.8409703504043127,0.8801128349788435,0.964448743587514
large,under,statistics_tfidf,NN,0.971736204576043,0.9915730337078652,0.9514824797843666,0.9711141678129298,0.9962177201982436
large,under,statistics_tfidf_pos,Logistic Regression,0.8761776581426649,0.8885793871866295,0.8598382749326146,0.873972602739726,0.9388603889516853
large,under,statistics_tfidf_pos,K-Nearest Neighbors,0.8425302826379543,0.8256410256410256,0.8679245283018868,0.8462549277266754,0.910750514448019
large,under,statistics_tfidf_pos,Support Vector Machine,0.423956931359354,0.4585152838427948,0.8490566037735849,0.5954631379962193,0.5376054256151639
large,under,statistics_tfidf_pos,Naive Bayes,0.8492597577388964,0.9709090909090909,0.7196765498652291,0.826625386996904,0.9528809089064719
large,under,statistics_tfidf_pos,Decision Tree,0.6890982503364738,0.7845528455284553,0.5202156334231806,0.6256077795786061,0.7529707561661305
large,under,statistics_tfidf_pos,Random Forest,0.9138627187079408,0.9115281501340483,0.9164420485175202,0.9139784946236559,0.9768534620177955
large,under,statistics_tfidf_pos,GBDT,0.9138627187079408,0.9182561307901907,0.9083557951482479,0.913279132791328,0.9771831434947685
large,under,statistics_tfidf_pos,NN,0.9703903095558546,0.9915492957746479,0.9487870619946092,0.9696969696969696,0.9965944990290699
large,under,statistics_tfidf_pos_liwc,Logistic Regression,0.9125168236877523,0.8963730569948186,0.9326145552560647,0.9141347424042272,0.9631263948062488
large,under,statistics_tfidf_pos_liwc,K-Nearest Neighbors,0.8586810228802153,0.8427835051546392,0.8814016172506739,0.8616600790513835,0.9276004985073761
large,under,statistics_tfidf_pos_liwc,Support Vector Machine,0.4226110363391655,0.4577259475218659,0.8463611859838275,0.5941343424787133,0.5304538735762108
large,under,statistics_tfidf_pos_liwc,Naive Bayes,0.8775235531628532,0.9320987654320988,0.8140161725067385,0.869064748201439,0.9252601223082051
large,under,statistics_tfidf_pos_liwc,Decision Tree,0.8034993270524899,0.7551020408163265,0.8975741239892183,0.8201970443349753,0.8771193809233979
large,under,statistics_tfidf_pos_liwc,Random Forest,0.8963660834454913,0.8972972972972973,0.894878706199461,0.8960863697705803,0.9709807842796279
large,under,statistics_tfidf_pos_liwc,GBDT,0.9246298788694481,0.92,0.9299191374663073,0.9249329758713137,0.9807697881343651
large,under,statistics_tfidf_pos_liwc,NN,0.9703903095558546,0.9833795013850416,0.9568733153638814,0.9699453551912569,0.9960293307828304
large,over,statistics,Logistic Regression,0.7598814229249012,0.7917783735478106,0.3411628802464382,0.4768568353067815,0.7843975622549917
large,over,statistics,K-Nearest Neighbors,0.8584486166007905,0.7448531893351333,0.8498267231420871,0.793884892086331,0.944294243858389
large,over,statistics,Support Vector Machine,0.3136116600790514,0.3068893528183716,0.9056603773584906,0.45843485040444404,0.5954812171191135
large,over,statistics,Naive Bayes,0.6781126482213439,0.40816326530612246,0.007701193685021178,0.01511715797430083,0.4018679701136546
large,over,statistics,Decision Tree,0.7388833992094862,0.728909952606635,0.2961108971890643,0.4211391018619934,0.6896662977124066
large,over,statistics,Random Forest,0.7880434782608695,0.7137311984473557,0.5664227955333077,0.6316015457277802,0.8279960307832075
large,over,statistics,GBDT,0.7839673913043478,0.7183316168898043,0.5371582595302272,0.6146728354263054,0.8196053848975797
large,over,statistics,NN,0.7750741106719368,0.7326139088729017,0.470542934154794,0.5730363423212192,0.793005071177922
large,over,statistics_tfidf,Logistic Regression,0.9309535573122529,0.9415077989601387,0.8367346938775511,0.8860346585117228,0.9781401428187001
large,over,statistics_tfidf,K-Nearest Neighbors,0.883893280632411,0.7342380548487418,1.0,0.8467557874144114,0.9957902171872465
large,over,statistics_tfidf,Support Vector Machine,0.3096590909090909,0.29838274932614556,0.8525221409318444,0.4420485175202156,0.39738782624600144
large,over,statistics_tfidf,Naive Bayes,0.8322628458498024,0.9654395191585274,0.4948016942626107,0.6542769857433809,0.9508707887729507
large,over,statistics_tfidf,Decision Tree,0.7874258893280632,0.9397590361445783,0.36041586445899115,0.5210130809908156,0.6767189371708499
large,over,statistics_tfidf,Random Forest,0.807806324110672,0.9797235023041475,0.4093184443588756,0.5774035850081477,0.937605941304972
large,over,statistics_tfidf,GBDT,0.8840167984189723,0.9136726546906188,0.7050442818636888,0.7959139317539665,0.9306120208224928
large,over,statistics_tfidf,NN,0.9935770750988142,0.9832890239270794,0.9969195225259915,0.9900573613766729,0.9993027751816536
large,over,statistics_tfidf_pos,Logistic Regression,0.7970602766798419,0.8134034165571616,0.4767038891028109,0.6011167759164845,0.8487552572831005
large,over,statistics_tfidf_pos,K-Nearest Neighbors,0.8700592885375494,0.7117018361194848,1.0,0.8315722062119756,0.9947190664343845
large,over,statistics_tfidf_pos,Support Vector Machine,0.6854001976284585,0.631578947368421,0.04620716211012707,0.08611410118406888,0.3885360400529294
large,over,statistics_tfidf_pos,Naive Bayes,0.8628952569169961,0.9345412039742841,0.6157104351174432,0.7423398328690807,0.9232481657497429
large,over,statistics_tfidf_pos,Decision Tree,0.7726037549407114,0.9324942791762014,0.313823642664613,0.46960530106597514,0.7741259428763013
large,over,statistics_tfidf_pos,Random Forest,0.8122529644268774,0.9803746654772525,0.42318059299191374,0.5911780527165142,0.9253824845669774
large,over,statistics_tfidf_pos,GBDT,0.8843873517786561,0.9045299561617146,0.7150558336542164,0.7987096774193548,0.9327900693674623
large,over,statistics_tfidf_pos,NN,0.9919713438735178,0.9799090219863533,0.9953792837889873,0.9875835721107928,0.9990883629697647
large,over,statistics_tfidf_pos_liwc,Logistic Regression,0.8359683794466403,0.8391234633885623,0.6045437042741625,0.702775290957923,0.8967132190450423
large,over,statistics_tfidf_pos_liwc,K-Nearest Neighbors,0.8667243083003953,0.706474428726877,1.0,0.827992985812211,0.994536514952871
large,over,statistics_tfidf_pos_liwc,Support Vector Machine,0.314846837944664,0.3094315245478036,0.9222179437812861,0.46338396053013436,0.6300979356837589
large,over,statistics_tfidf_pos_liwc,Naive Bayes,0.8720355731225297,0.8615099583140343,0.7162110127069696,0.782169890664424,0.8922726385019211
large,over,statistics_tfidf_pos_liwc,Decision Tree,0.7838438735177866,0.9044890162368673,0.36465152098575276,0.5197585071350165,0.7529497609499904
large,over,statistics_tfidf_pos_liwc,Random Forest,0.8283102766798419,0.9770750988142293,0.47593376973430884,0.6400828586224755,0.9409799926517252
large,over,statistics_tfidf_pos_liwc,GBDT,0.8887104743083004,0.9173228346456693,0.7177512514439738,0.8053575286238929,0.944386149811395
large,over,statistics_tfidf_pos_liwc,NN,0.9918478260869565,0.9791745550927679,0.9957643434732384,0.9873997709049255,0.9993258479523319
